Date,Model,Region,Units_Sold,Price_Per_Unit,Revenue,Expenses,Profit
2023-02-18,iPhone 13,South,7,80000,560000,438681.8091334921,121318.19086650788
2023-02-18,iPhone 14,North,1,90000,90000,54207.501155712605,35792.498844287395
2023-02-18,iPhone 15,South,18,80000,1440000,1006866.529323071,433133.470676929
2023-02-19,iPhone 14,East,7,120000,840000,677713.0080182144,162286.99198178563
2023-02-19,iPhone 13,North,15,70000,1050000,701342.3815626892,348657.6184373108
2023-02-19,iPhone 13,East,17,80000,1360000,988644.2772636521,371355.72273634793
2023-02-19,iPhone 15,South,6,70000,420000,324841.2364535564,95158.7635464436
2023-02-19,iPhone 15 Pro,West,3,120000,360000,216870.52849622272,143129.47150377728
2023-02-20,iPhone 15,North,8,70000,560000,458242.3002335957,101757.69976640429
2023-02-20,iPhone 14,South,17,120000,2040000,1377554.462037259,662445.537962741
2023-02-20,iPhone 14,South,3,120000,360000,304858.3994278766,55141.600572123425
2023-02-20,iPhone 14,East,8,80000,640000,479251.12732526317,160748.87267473683
2023-02-20,iPhone 13,North,3,80000,240000,169959.60646144298,70040.39353855702
2023-02-20,iPhone 14,West,17,80000,1360000,979185.2077775263,380814.79222247365
2023-02-21,iPhone 15 Pro,North,19,120000,2280000,1534203.6629019512,745796.3370980488
2023-02-22,iPhone 15 Pro,West,10,70000,700000,466856.5414694198,233143.45853058022
2023-02-22,iPhone 15 Pro,East,9,90000,810000,604795.210020241,205204.78997975902
2023-02-22,iPhone 14,East,2,90000,180000,117521.1960556721,62478.8039443279
2023-02-22,iPhone 13,South,15,90000,1350000,814096.3921813802,535903.6078186198
2023-02-22,iPhone 13,South,11,120000,1320000,1010320.3243894393,309679.6756105607
2023-02-22,iPhone 14,West,14,80000,1120000,835931.608126409,284068.391873591
2023-02-22,iPhone 14,East,7,70000,490000,304302.45471362176,185697.54528637824
2023-02-22,iPhone 15,South,12,80000,960000,720374.896517256,239625.10348274396
2023-02-22,iPhone 15,North,15,70000,1050000,723509.557965961,326490.44203403895
2023-02-23,iPhone 13,South,18,70000,1260000,808183.89775507,451816.10224493
2023-02-23,iPhone 14,West,17,90000,1530000,968699.9080076144,561300.0919923856
2023-02-23,iPhone 15,South,4,90000,360000,289741.1533849594,70258.84661504062
2023-02-23,iPhone 14,South,14,80000,1120000,880398.663002366,239601.33699763403
2023-02-23,iPhone 14,West,2,80000,160000,112780.02960845354,47219.97039154646
2023-02-23,iPhone 13,North,7,120000,840000,534117.9085696178,305882.0914303822
2023-02-23,iPhone 15,South,9,90000,810000,668460.2957911397,141539.7042088603
2023-02-23,iPhone 13,South,12,70000,840000,661565.6120597412,178434.38794025884
2023-02-24,iPhone 13,East,6,80000,480000,340648.46490124945,139351.53509875055
2023-02-24,iPhone 14,North,13,80000,1040000,772867.0180133991,267132.9819866009
2023-02-24,iPhone 15,North,12,120000,1440000,1050712.6641918009,389287.33580819913
2023-02-24,iPhone 13,West,15,120000,1800000,1097693.7694508128,702306.2305491872
2023-02-24,iPhone 15,East,12,120000,1440000,893592.572213496,546407.427786504
2023-02-24,iPhone 14,North,4,70000,280000,230878.87547436907,49121.124525630934
2023-02-25,iPhone 13,West,3,90000,270000,217715.4745362322,52284.525463767786
2023-02-25,iPhone 14,South,1,70000,70000,59032.87389125659,10967.12610874341
2023-02-25,iPhone 15 Pro,North,14,80000,1120000,934566.4915707181,185433.50842928188
2023-02-25,iPhone 15,North,16,70000,1120000,795582.9168895411,324417.0831104589
2023-02-25,iPhone 15,East,19,90000,1710000,1438889.9414487977,271110.0585512023
2023-02-26,iPhone 15,West,3,120000,360000,262087.06085439108,97912.93914560892
2023-02-26,iPhone 13,East,11,80000,880000,713334.7764730983,166665.22352690168
2023-02-26,iPhone 15 Pro,South,11,90000,990000,674922.2090168687,315077.7909831313
2023-02-26,iPhone 15,South,2,120000,240000,196214.4994948201,43785.500505179894
2023-02-27,iPhone 14,East,10,80000,800000,524253.9997251762,275746.0002748238
2023-02-27,iPhone 15,North,4,70000,280000,175530.50918997038,104469.49081002962
2023-02-27,iPhone 13,North,18,70000,1260000,1052484.8150550164,207515.18494498357
2023-02-27,iPhone 14,West,5,80000,400000,299919.7091021108,100080.29089788918
2023-02-27,iPhone 14,North,12,120000,1440000,1011267.3724437944,428732.6275562056
2023-02-27,iPhone 15 Pro,East,5,90000,450000,357598.3669959273,92401.6330040727
2023-02-27,iPhone 15 Pro,West,2,120000,240000,175222.33298645806,64777.66701354194
2023-02-28,iPhone 15,North,16,120000,1920000,1464708.5222059535,455291.4777940465
2023-02-28,iPhone 14,East,7,120000,840000,698007.7910804661,141992.20891953388
2023-02-28,iPhone 13,North,9,80000,720000,556449.5601387033,163550.43986129668
2023-02-28,iPhone 15,East,17,80000,1360000,955430.4923087921,404569.5076912079
2023-02-28,iPhone 15 Pro,North,9,90000,810000,681617.4494658401,128382.55053415988
2023-02-28,iPhone 14,North,16,120000,1920000,1302010.6902356672,617989.3097643328
2023-02-28,iPhone 13,East,13,120000,1560000,1108894.8025268412,451105.1974731588
2023-02-28,iPhone 15,West,9,70000,630000,500859.5954068615,129140.40459313849
2023-02-28,iPhone 13,North,8,90000,720000,578178.8169955362,141821.1830044638
2023-02-28,iPhone 15 Pro,North,19,120000,2280000,1931600.0289962224,348399.9710037776
2023-02-28,iPhone 13,North,13,70000,910000,559310.3769547467,350689.62304525333
2023-02-28,iPhone 13,East,19,120000,2280000,1756257.8212283545,523742.17877164553
2023-03-01,iPhone 13,North,15,70000,1050000,842102.997775403,207897.00222459703
2023-03-01,iPhone 13,West,15,90000,1350000,963137.8436943267,386862.1563056733
2023-03-01,iPhone 15,South,3,80000,240000,158324.30672175597,81675.69327824403
2023-03-01,iPhone 15,South,9,70000,630000,394902.6890246573,235097.3109753427
2023-03-01,iPhone 14,South,15,120000,1800000,1249873.9691118852,550126.0308881148
2023-03-02,iPhone 13,South,3,80000,240000,167125.45068519865,72874.54931480135
2023-03-02,iPhone 15 Pro,East,13,80000,1040000,821520.699427977,218479.30057202303
2023-03-02,iPhone 15 Pro,West,1,90000,90000,75940.07640852882,14059.923591471175
2023-03-02,iPhone 13,North,10,70000,700000,585580.3983393604,114419.60166063963
2023-03-02,iPhone 15 Pro,East,14,120000,1680000,1353515.5715383617,326484.4284616383
2023-03-02,iPhone 13,East,1,80000,80000,61477.9707572144,18522.029242785597
2023-03-03,iPhone 14,West,2,70000,140000,100872.84053812956,39127.15946187044
2023-03-03,iPhone 14,North,13,70000,910000,708742.8558437967,201257.14415620326
2023-03-03,iPhone 15,North,8,90000,720000,575630.418760636,144369.581239364
2023-03-03,iPhone 14,North,19,70000,1330000,1113986.54266724,216013.4573327601
2023-03-03,iPhone 13,North,14,80000,1120000,853473.0184458336,266526.9815541664
2023-03-03,iPhone 13,West,11,80000,880000,581177.0210600899,298822.97893991007
2023-03-04,iPhone 14,West,7,70000,490000,381642.74304701766,108357.25695298234
2023-03-04,iPhone 14,South,6,90000,540000,437819.84413781436,102180.15586218564
2023-03-04,iPhone 15 Pro,South,17,120000,2040000,1475724.493722813,564275.506277187
2023-03-04,iPhone 15 Pro,East,10,80000,800000,668338.9663003319,131661.03369966813
2023-03-04,iPhone 14,South,11,90000,990000,617064.2245281475,372935.7754718525
2023-03-04,iPhone 15,West,7,70000,490000,380062.13986783766,109937.86013216234
2023-03-04,iPhone 13,South,19,90000,1710000,1286139.0264295856,423860.97357041435
2023-03-04,iPhone 13,East,16,90000,1440000,1091777.444748357,348222.55525164306
2023-03-05,iPhone 15 Pro,East,9,80000,720000,579112.9670859579,140887.03291404212
2023-03-05,iPhone 15,East,3,90000,270000,164067.132301049,105932.86769895101
2023-03-05,iPhone 14,North,8,90000,720000,585677.358360356,134322.64163964405
2023-03-05,iPhone 13,West,14,70000,980000,651670.5084802026,328329.49151979736
2023-03-06,iPhone 13,East,4,120000,480000,298220.06000526674,181779.93999473326
2023-03-06,iPhone 13,North,13,90000,1170000,779830.6627416677,390169.3372583323
2023-03-06,iPhone 13,North,17,80000,1360000,862023.2369984876,497976.7630015124
2023-03-06,iPhone 15,East,5,80000,400000,240731.0488654941,159268.9511345059
2023-03-06,iPhone 13,West,5,80000,400000,329636.4562081097,70363.54379189032
2023-03-06,iPhone 14,West,8,90000,720000,528542.93302192,191457.06697807997
2023-03-06,iPhone 13,South,7,80000,560000,391772.8745923203,168227.1254076797
2023-03-06,iPhone 15 Pro,North,1,80000,80000,53044.78438153904,26955.215618460963
2023-03-06,iPhone 14,North,5,80000,400000,292548.9230209317,107451.07697906828
2023-03-07,iPhone 15,South,5,70000,350000,235032.68059293478,114967.31940706522
2023-03-07,iPhone 13,West,11,90000,990000,780844.3920678295,209155.6079321705
2023-03-07,iPhone 13,North,3,80000,240000,155303.57894421445,84696.42105578555
2023-03-07,iPhone 13,North,19,90000,1710000,1098987.9625383287,611012.0374616713
2023-03-07,iPhone 15,North,13,80000,1040000,879387.4460463827,160612.55395361735
2023-03-07,iPhone 15,North,11,80000,880000,666502.9923189322,213497.0076810678
2023-03-08,iPhone 15 Pro,South,11,70000,770000,566953.1326723496,203046.86732765043
2023-03-08,iPhone 15,West,4,80000,320000,227169.3784007092,92830.62159929081
2023-03-08,iPhone 15,North,15,80000,1200000,837480.5642764666,362519.4357235334
2023-03-09,iPhone 13,East,18,80000,1440000,1127598.32161903,312401.6783809699
2023-03-09,iPhone 15,East,10,70000,700000,500222.42056363454,199777.57943636546
2023-03-09,iPhone 15 Pro,North,19,90000,1710000,1322497.949927376,387502.0500726241
2023-03-09,iPhone 14,West,7,90000,630000,475343.0023128211,154656.9976871789
2023-03-09,iPhone 15 Pro,North,2,70000,140000,94370.57157917494,45629.42842082506
2023-03-09,iPhone 13,North,7,90000,630000,460661.27842371684,169338.72157628316
2023-03-10,iPhone 15 Pro,West,4,90000,360000,254998.75412096072,105001.24587903928
2023-03-10,iPhone 14,East,8,90000,720000,518278.54999887274,201721.45000112726
2023-03-10,iPhone 15 Pro,East,1,120000,120000,75746.49939721938,44253.50060278062
2023-03-10,iPhone 14,North,19,80000,1520000,1216968.3552899403,303031.64471005974
2023-03-10,iPhone 14,East,13,70000,910000,567134.6850474122,342865.3149525878
2023-03-10,iPhone 15 Pro,East,6,120000,720000,611873.9056734297,108126.09432657028
2023-03-10,iPhone 15 Pro,South,5,80000,400000,298352.9548865913,101647.0451134087
2023-03-10,iPhone 14,South,9,120000,1080000,672718.9686528364,407281.0313471636
2023-03-10,iPhone 14,North,12,70000,840000,514348.84230402636,325651.15769597364
2023-03-10,iPhone 15 Pro,South,2,120000,240000,153490.19342456557,86509.80657543443
2023-03-11,iPhone 13,South,11,120000,1320000,878979.5811064567,441020.4188935433
2023-03-11,iPhone 15 Pro,West,8,120000,960000,713740.1865502988,246259.81344970118
2023-03-11,iPhone 14,West,9,70000,630000,513147.2963754286,116852.70362457138
2023-03-11,iPhone 15,West,13,120000,1560000,1029814.0508036889,530185.9491963111
2023-03-11,iPhone 15,South,12,80000,960000,659823.5774034333,300176.4225965667
2023-03-12,iPhone 15,North,15,80000,1200000,880655.509338215,319344.490661785
2023-03-12,iPhone 15,East,19,70000,1330000,918062.6175159349,411937.38248406514
2023-03-13,iPhone 13,West,11,120000,1320000,899208.7061427652,420791.29385723476
2023-03-13,iPhone 13,West,3,90000,270000,199147.71359893106,70852.28640106894
2023-03-13,iPhone 15,South,6,70000,420000,318847.30871266645,101152.69128733355
2023-03-13,iPhone 14,North,5,120000,600000,435800.29814657156,164199.70185342844
2023-03-14,iPhone 14,East,14,90000,1260000,888829.7187586616,371170.28124133835
2023-03-14,iPhone 15,South,14,80000,1120000,712926.2990673144,407073.70093268564
2023-03-14,iPhone 13,South,6,120000,720000,489600.8794370427,230399.1205629573
2023-03-14,iPhone 15,North,1,80000,80000,66509.03184557066,13490.968154429342
2023-03-14,iPhone 13,East,5,70000,350000,290166.3754564652,59833.624543534825
2023-03-14,iPhone 15,West,19,70000,1330000,813444.2317475157,516555.76825248427
2023-03-14,iPhone 14,South,14,70000,980000,756336.6756654076,223663.32433459244
2023-03-14,iPhone 13,West,2,120000,240000,170643.8842436551,69356.1157563449
2023-03-14,iPhone 15 Pro,South,18,80000,1440000,1111044.9701216945,328955.0298783055
2023-03-14,iPhone 15 Pro,South,3,80000,240000,149758.54180176678,90241.45819823322
2023-03-14,iPhone 15,South,4,120000,480000,360565.175266487,119434.824733513
2023-03-14,iPhone 15,North,15,80000,1200000,975243.7999410366,224756.20005896338
2023-03-14,iPhone 13,North,12,120000,1440000,1105558.0135301936,334441.9864698064
2023-03-14,iPhone 13,South,1,80000,80000,54398.272702806025,25601.727297193975
2023-03-15,iPhone 15,West,14,80000,1120000,810484.1503367408,309515.8496632592
2023-03-15,iPhone 15,East,15,80000,1200000,889097.6098905045,310902.3901094955
2023-03-15,iPhone 15 Pro,North,4,90000,360000,245787.84624937238,114212.15375062762
2023-03-15,iPhone 15 Pro,East,12,90000,1080000,664497.798251383,415502.201748617
2023-03-15,iPhone 15 Pro,East,15,120000,1800000,1121893.1993443577,678106.8006556423
2023-03-16,iPhone 15 Pro,North,13,80000,1040000,802205.7219904835,237794.27800951654
2023-03-16,iPhone 15,West,12,80000,960000,585640.2753481396,374359.7246518604
2023-03-16,iPhone 15,North,5,80000,400000,311522.9289776298,88477.07102237019
2023-03-16,iPhone 13,North,14,120000,1680000,1370538.6863145835,309461.3136854165
2023-03-16,iPhone 15 Pro,West,13,90000,1170000,982602.2420686524,187397.7579313476
2023-03-16,iPhone 15,South,3,70000,210000,151801.34253732272,58198.65746267728
2023-03-16,iPhone 15,East,14,70000,980000,670300.7139978571,309699.28600214294
2023-03-16,iPhone 13,East,17,90000,1530000,1147931.9992983278,382068.00070167216
2023-03-16,iPhone 13,South,3,90000,270000,187103.11436380853,82896.88563619147
2023-03-16,iPhone 14,West,3,120000,360000,286080.719840474,73919.28015952598
2023-03-16,iPhone 13,East,19,80000,1520000,1265731.7753075177,254268.22469248227
2023-03-16,iPhone 15,East,6,70000,420000,286232.4624891884,133767.53751081158
2023-03-16,iPhone 13,South,6,70000,420000,315838.76427563647,104161.23572436353
2023-03-17,iPhone 14,South,19,80000,1520000,1251470.3220655927,268529.67793440726
2023-03-17,iPhone 13,North,4,120000,480000,331402.89735603036,148597.10264396964
2023-03-17,iPhone 13,West,19,80000,1520000,1015858.6962884134,504141.30371158663
2023-03-17,iPhone 14,West,6,80000,480000,316220.4286949534,163779.57130504661
2023-03-17,iPhone 15,East,14,80000,1120000,677131.3271926556,442868.67280734435
2023-03-17,iPhone 14,South,5,120000,600000,388834.8006790596,211165.19932094042
2023-03-17,iPhone 13,West,5,80000,400000,266348.3377142903,133651.6622857097
2023-03-18,iPhone 14,West,18,70000,1260000,915337.4515918298,344662.54840817023
2023-03-18,iPhone 15 Pro,South,9,70000,630000,500625.90694198955,129374.09305801045
2023-03-18,iPhone 15 Pro,West,6,80000,480000,356791.148431714,123208.85156828602
2023-03-19,iPhone 15 Pro,North,4,80000,320000,208456.34359812556,111543.65640187444
2023-03-19,iPhone 15 Pro,East,8,90000,720000,610185.8684294892,109814.1315705108
2023-03-19,iPhone 14,South,10,120000,1200000,1017836.1054790759,182163.89452092408
2023-03-19,iPhone 14,West,18,80000,1440000,1084336.948676792,355663.051323208
2023-03-19,iPhone 15 Pro,South,15,80000,1200000,861602.2446351987,338397.75536480127
2023-03-19,iPhone 15 Pro,South,5,80000,400000,287597.5968659746,112402.4031340254
2023-03-19,iPhone 13,North,13,70000,910000,566837.1877678665,343162.81223213347
2023-03-20,iPhone 13,East,14,120000,1680000,1392416.7511433905,287583.24885660945
2023-03-20,iPhone 15 Pro,South,8,80000,640000,392476.6069284155,247523.39307158452
2023-03-20,iPhone 15,North,15,70000,1050000,651829.9549472721,398170.0450527279
2023-03-20,iPhone 15,South,15,80000,1200000,893140.4504607773,306859.54953922273
2023-03-20,iPhone 14,South,9,70000,630000,427041.7730625885,202958.22693741153
2023-03-20,iPhone 15,South,8,120000,960000,685369.5082608714,274630.4917391286
2023-03-21,iPhone 15 Pro,North,3,90000,270000,221354.21200039153,48645.78799960847
2023-03-21,iPhone 15 Pro,North,16,90000,1440000,905569.1190640396,534430.8809359604
2023-03-22,iPhone 14,South,16,120000,1920000,1553494.0302046142,366505.96979538584
2023-03-22,iPhone 15 Pro,North,13,80000,1040000,767882.0344597385,272117.9655402615
2023-03-22,iPhone 15,West,17,70000,1190000,754732.4482618748,435267.55173812516
2023-03-22,iPhone 14,West,11,80000,880000,556112.2500062456,323887.74999375443
2023-03-22,iPhone 14,North,13,80000,1040000,787182.4222399938,252817.57776000618
2023-03-22,iPhone 15 Pro,North,17,80000,1360000,997786.69666358,362213.30333642
2023-03-23,iPhone 13,North,7,120000,840000,589651.222319389,250348.777680611
2023-03-23,iPhone 13,South,1,80000,80000,59866.87314376943,20133.12685623057
2023-03-23,iPhone 13,West,15,70000,1050000,862094.7978591075,187905.2021408925
2023-03-23,iPhone 15,South,16,90000,1440000,1084087.091079051,355912.9089209491
2023-03-23,iPhone 13,West,7,90000,630000,509646.5830858428,120353.41691415722
2023-03-23,iPhone 15 Pro,North,15,80000,1200000,845328.2014873626,354671.7985126374
2023-03-23,iPhone 15,South,2,70000,140000,86425.24273133247,53574.75726866753
2023-03-24,iPhone 13,North,15,80000,1200000,733398.008663167,466601.991336833
2023-03-24,iPhone 15 Pro,South,9,120000,1080000,726235.0925477371,353764.90745226294
2023-03-24,iPhone 14,North,3,80000,240000,151627.1575114229,88372.8424885771
2023-03-24,iPhone 13,North,6,90000,540000,392026.1217694986,147973.87823050137
2023-03-24,iPhone 15,East,17,70000,1190000,906464.48610149,283535.51389851
2023-03-24,iPhone 15 Pro,East,8,70000,560000,467900.52442926733,92099.47557073267
2023-03-25,iPhone 13,East,8,90000,720000,547892.4965060784,172107.5034939216
2023-03-25,iPhone 15 Pro,East,9,80000,720000,449909.89456619084,270090.10543380916
2023-03-25,iPhone 15 Pro,East,17,90000,1530000,1253569.617794362,276430.3822056381
